dataset,val_accuracy,val_macro_f1,val_f1_binary,test_accuracy,test_macro_f1,test_f1_binary
banglasarc3_binary,0.6708229426433915,0.6704766173614224,0.6597938144329897,0.6708229426433915,0.6706918755482558,0.6641221374045801
banglasarc_binary,0.8962818003913894,0.8873349002641595,0.8555858310626703,0.888671875,0.8806160643063141,0.8496042216358839
ben_sarc_binary,0.6427457098283932,0.6427239714157759,0.6455108359133127,0.6645865834633385,0.6645833181219685,0.6635367762128326
