epoch,train_loss,val_accuracy,val_macro_f1,val_f1_binary
1,0.5295034852605343,0.7675507020280812,0.7647451481719587,0.7390542907180385
2,0.35280924305964884,0.8022620904836193,0.8022293297420799,0.8047747400847132
3,0.17968265586220275,0.7917316692667706,0.7916250426893077,0.7869114126097366
