epoch,train_loss,val_accuracy,val_macro_f1,val_f1_binary
1,0.20798537332575506,0.9843444227005871,0.9833137408568443,0.9791666666666666
2,0.024683870036369626,0.9784735812133072,0.9769839612482137,0.9711286089238845
3,0.006252185365156038,0.9902152641878669,0.9896030438055708,0.9870801033591732
