epoch,train_loss,val_accuracy,val_macro_f1,val_f1_binary
1,0.5884734066644511,0.7643391521197007,0.7638894730201455,0.7741935483870968
2,0.4209860360198782,0.78428927680798,0.7842486895159723,0.7812895069532237
3,0.24146556358162008,0.7880299251870324,0.7880088316696209,0.7901234567901234
